02/28/2014	134500000
02/14/2014	134400000
02/07/2014	134200000
01/31/2014	134100000
01/24/2014	133900000
01/17/2014	133400000
01/03/2014	131200000
12/13/2013	130200000
12/06/2013	129800000
11/29/2013	128600000
11/15/2013	126300000
11/08/2013	123600000
11/01/2013	118300000
10/25/2013	113900000
10/18/2013	110500000
09/20/2013	73000000
09/13/2013	61800000
09/06/2013	50200000
08/30/2013	40200000
